"pa","Xkm","Ykm","logrec","fyear","year","fmonth","dep","gra","tem.fal","sal.fal"
0,1834.43095180554,5002.81513266623,0,"2008",2008,"11",0.213038834574704,-1.88957348314903,-0.0398478007925882,0.516272779943085
1,1765.61172498922,4943.18568869218,7.71540276919456,"2008",2008,"10",-0.92592949500631,0.476854991513696,-0.652602100798402,-2.30654947573854
0,1796.76773803085,4946.2465030986,0,"2008",2008,"10",0.0873419369169375,0.485408159633117,0.13740885285124,0.470601491657821
0,1823.50230048161,4962.2106793585,0,"2008",2008,"10",0.390040710240413,-0.803881503478333,0.0754565583011046,0.627408688311997
1,1776.57809218846,4908.01590212813,7.38172563971049,"2008",2008,"10",-1.05419169538544,0.408713583733889,-1.4145246523337,-2.07151278074047
1,1778.6557053374,4909.92165684106,5.16201830118712,"2008",2008,"10",-0.99519105385415,0.847306643930284,-0.571578557542542,-1.49376957751744
0,1806.02550888612,4923.5953447774,0,"2008",2008,"10",0.420823657902666,0.223662708292943,0.16945574473127,0.608642970383613
0,1831.11705743443,4931.24535693075,0,"2008",2008,"10",0.659391331036578,-1.96553335197039,-0.417519192329816,0.737551754639647
0,1822.46326702058,5060.11634027237,0,"2008",2008,"11",-0.918233758090745,-0.13905231266687,-1.41602941336392,-1.07083760800091
0,1800.95706738716,4895.21459960425,0,"2008",2008,"10",-0.638622146585805,1.12069196227821,0.0484422810633644,-0.545409938797766
0,1870.83592556724,4927.00165081128,0,"2008",2008,"11",1.32122426542161,-1.80251436717214,-0.660267581149447,0.856415370204973
0,1901.75953877695,4921.10632571589,0,"2008",2008,"11",1.33661569032459,-1.84373752554314,-0.820070225366521,0.906004451137847
0,1847.03728675761,4874.65251300674,0,"2008",2008,"10",-0.895146547344058,0.598007903552993,-0.596160067213921,0.661446182481151
0,1826.26899901281,4877.01036469877,0,"2008",2008,"10",-0.520620961379529,0.841834469138321,-0.449372920851635,-0.471416505302117
0,1847.19977659157,4885.07582465747,0,"2008",2008,"10",1.27504989285638,-0.606572370265823,-1.08647890109671,0.751934895265525
0,1842.29504305351,4854.48784845494,0,"2008",2008,"10",-0.925929470542235,0.286028101758526,-1.39727376703132,-0.589565435278879
0,1851.78623463671,4857.93453822909,0,"2008",2008,"10",-0.446228846017116,0.939444213170854,-0.505994666404097,-0.221049032831762
0,1871.10784131574,4853.02358311635,0,"2008",2008,"10",0.661956535901646,0.711814087112398,-0.536462936575922,0.520519696219328
0,1852.14279609492,5067.42342282012,0,"2008",2008,"11",-1.05162644159222,-0.715454135714767,-0.835635621266066,-0.451511005728196
0,1927.59217710211,4882.10469981576,0,"2008",2008,"10",2.00357913229604,-1.17900112609385,-0.880494091176851,0.951578576427775
1,1872.03877616462,4835.56324012239,3.42552725310549,"2008",2008,"10",-0.954147164411274,0.117842847933737,-1.07160384727312,-0.15752773627306
0,1939.83025528909,4889.51060094597,0,"2008",2008,"11",1.98305729766294,-1.43580437800894,-0.839328236984822,0.955643117825392
0,1940.6333364035,4888.33684075408,0,"2008",2008,"11",2.09361925176172,-1.42368489371028,-0.779019730204625,0.954543824548075
0,1884.48805882266,4808.81429331887,0,"2008",2008,"10",-0.977234350693886,0.257710890907401,-1.47093642029014,0.127879996829298
0,1897.61977414531,4809.87188376223,0,"2008",2008,"10",-0.407750185903378,0.910673861514414,-0.416402448151871,0.251785909258654
0,1921.38412325647,4823.76612986479,0,"2008",2008,"10",2.44736642389286,0.437033980767433,-1.56773189288158,0.918971071440103
0,1970.46930607877,4851.69454499319,0,"2008",2008,"11",2.96298043027443,-1.56840222942701,-0.739419731677749,0.988900363423278
0,1899.07961249314,4786.88466732439,0,"2008",2008,"10",-0.861798394816747,0.537227767089917,-0.845960887530547,0.254586777330572
0,1915.42561820445,4814.77226322087,0,"2008",2008,"10",2.10105848286922,1.04070603900368,-1.42638612428602,0.841101915028894
1,1766.23182588689,4999.518333903,7.27743406263565,"2008",2008,"11",-0.884885581099359,0.531887379712978,-0.260458877704344,-1.64411238585725
1,1765.24639610996,5030.4708163817,6.4490467983795,"2008",2008,"11",-1.09010510170596,-0.393596977421529,-2.3190328119643,-1.70782090135746
0,1789.30161084405,5041.06743731508,0,"2008",2008,"11",-0.618100214096407,0.489702290895049,-0.504349589252325,-0.7440749374872
1,1785.74535282236,4979.19747725894,6.07507217725524,"2008",2008,"11",-0.410315439696592,1.35675583338132,0.668708450725114,-0.310448822086938
1,1770.99454533212,4944.07653343042,4.23515262169885,"2008",2008,"10",-0.723275228192917,1.03752666581669,0.281229915386024,-0.890768494212597
0,1788.70279127517,4885.61296114363,0,"2008",2008,"10",-1.22862826832979,0.0707237657376948,-2.18775154084206,-1.83742021450561
0,1885.02472054795,4836.09294299287,0,"2008",2008,"10",-0.253835545448427,0.620789441665216,-0.190814827289508,0.202217867735875
0,1775.84803147761,5005.88285684588,0,"2008",2008,"11",-0.338488627055539,-0.748065680360868,-0.121061980915001,-0.279379820560417
0,1908.29469829534,4779.34933415701,0,"2008",2008,"10",-0.359010559544941,0.984212187134376,-0.147629940326467,0.392099126250728
0,1818.84107243444,5028.01947062027,0,"2008",2008,"11",-0.0152678723145143,-0.538567156350387,-0.631859603971696,0.217862600467189
0,1861.74979080623,4943.79916766181,0,"2008",2008,"11",0.518302910619539,-2.12691536254504,-0.125583808632644,0.766381672155004
0,1816.7128167698,4906.1985199546,0,"2008",2008,"10",0.733783348542694,-0.606369438372462,-0.30169714637552,0.671592104044944
1,1770.67744627532,5031.55523945401,5.41572713647739,"2008",2008,"11",-0.846406920985621,-0.177546808784156,-1.63932325855141,-1.46842731258737
0,1804.84079880358,5027.06704215003,0,"2008",2008,"11",-0.09222519254199,-0.928078711179269,-0.764226337239087,0.127205735990834
0,1793.30611877963,4998.53890893347,0,"2008",2008,"11",-0.09222519254199,-0.940554041568223,0.240606629641968,0.247269015998058
0,1832.50257321787,5028.948204756,0,"2008",2008,"11",0.33360532250234,-1.09888870056249,-0.351042375137629,0.285832982494049
0,1798.55838441562,4956.81188372831,0,"2008",2008,"10",0.064254701706175,0.742138101254613,0.117274804921277,0.471657461017952
0,1804.11786887951,5018.6993981848,0,"2008",2008,"11",-0.0332245999388493,-0.697753657152563,-0.381433979354568,0.250627823780701
0,1855.24235592731,4956.60520898949,0,"2008",2008,"11",0.595260230847015,-2.05781604774147,-0.0447227972012646,0.699010281681444
0,1787.5785409972,4928.11566191514,0,"2008",2008,"10",-0.0588769910865288,0.917360568209923,0.509595021826758,0.248314433844045
0,1797.25159343503,4929.31131075739,0,"2008",2008,"10",0.102733361819913,0.802486962701429,0.252676638799621,0.473151849879966
